Latitude,Longitude,Depth,Month,Year,Gephyrocapsa huxleyi HET
40,24,0,1,2011,16060
40,24,5,1,2011,393700
40,24,5,5,2011,393696.97962963
40,24,20,1,2011,22800
40,24,30,1,2011,9900
40,24,30,5,2011,10789.7377777778
40,24,50,1,2011,17280
40,24,60,1,2011,52090
40,24,60,5,2011,52086.1746296297
40,24,75,1,2011,14770
40,24,90,1,2011,13170
40,24,90,5,2011,13166.0490740741
40,24,100,1,2011,10660
40,24,150,1,2011,1990
40,24,200,1,2011,320
40,25,0,1,2011,21513.0787037037
40,25,0,3,2014,45470
40,25,0,5,2011,24920
40,25,0,10,2013,670
40,25,10,3,2014,72730
40,25,10,5,2011,35450
40,25,10,7,2014,770
40,25,10,10,2013,100
40,25,20,1,2011,21419.8717592593
40,25,20,3,2014,84920
40,25,20,5,2011,31860
40,25,20,7,2014,960
40,25,30,3,2014,39350
40,25,30,7,2014,290
40,25,30,10,2013,140
40,25,50,1,2011,15058.2126851852
40,25,50,3,2014,16520
40,25,50,5,2011,7390
40,25,50,7,2014,1780
40,25,50,10,2013,190
40,25,75,1,2011,13135.8324074074
40,25,75,3,2014,15700
40,25,75,5,2011,15740
40,25,75,7,2014,580
40,25,75,10,2013,530
40,25,100,1,2011,10980.6442592593
40,25,100,5,2011,48550
40,25,150,1,2011,6100
40,25,150,5,2011,9060
40,25,200,1,2011,1350
40,25,215,5,2011,1800
41,-21,10,3,2004,5400
41,-21,50,3,2004,24000
41,-21,100,3,2004,15600
41,-21,125,3,2004,3600
41,-21,150,3,2004,7800
41,-21,200,3,2004,3600
41,-17,5,9,2018,2190.7
41,-17,20,9,2018,1651.2
41,-17,50,9,2018,6656.5
41,-17,55,9,2018,2218.8
41,-17,150,9,2018,92.2
41,-11,0,7,1985,11700
41,2,0,2,1990,3050
41,2,5,6,1996,9881.25
41,2,10,2,1990,3192.30769230769
41,2,15,2,1990,4500
41,2,20,2,1990,3458.33333333333
41,2,20,3,1985,2444
41,2,20,6,1996,22440
41,2,30,2,1990,5458.33333333333
41,2,40,2,1990,4791.66666666667
41,2,40,3,1985,2304
41,2,40,6,1996,21802.5
41,2,50,2,1990,1400
41,2,50,6,1996,13770
41,2,60,2,1990,2500
41,2,60,3,1985,1165.5
41,2,70,2,1990,3000
41,2,70,3,1985,1172
41,2,70,6,1996,12240
41,2,80,2,1990,3800
41,2,80,3,1985,3476
41,2,90,2,1990,1714.28571428571
41,2,100,2,1990,1250
41,2,100,3,1985,1179
41,2,100,6,1996,1632
41,2,120,2,1990,2687.5
41,2,150,2,1990,750
41,2,150,3,1985,2372
41,2,200,2,1990,1916.66666666667
41,2,200,3,1985,1159
41,3,5,6,1996,6438.75
41,3,5,7,1996,3060
41,3,5,9,1996,19890
41,3,10,9,1996,8160
41,3,15,9,1996,11220
41,3,20,9,1996,10965
41,3,30,9,1996,13464
41,3,40,6,1996,15937.5
41,3,40,7,1996,9690
41,3,40,9,1996,10710
41,3,45,9,1996,17850
41,3,50,9,1996,9690
41,3,55,9,1996,28050
41,3,60,9,1996,14535
41,3,65,9,1996,30600
41,3,70,6,1996,7076.25
41,3,70,7,1996,12240
41,3,70,9,1996,1530
41,3,75,9,1996,14790
41,3,90,9,1996,765
41,3,100,6,1996,4930
41,3,100,7,1996,510
41,3,100,9,1996,1530
41,3,160,9,1996,1530
41,12,5,6,2016,19200
41,12,25,6,2016,2720
41,12,50,6,2016,2880
41,12,75,6,2016,6720
41,13,5,2,2013,27208.677815
41,13,5,2,2014,31591.25625625
41,13,5,6,2012,4610.64285714286
41,13,5,6,2013,22050.1273142308
41,13,5,10,2012,113895.061889375
41,13,5,10,2014,97316.6667684616
41,13,15,2,2013,26938.13635
41,13,15,2,2014,17907
41,13,15,6,2013,15253.384003
41,13,15,10,2012,77164.1361863636
41,13,15,10,2014,38129.0438042857
41,13,20,6,2012,3279.875
41,13,20,6,2013,3638.86142428571
41,13,30,2,2013,26724.84961
41,13,30,2,2014,13192
41,13,30,6,2013,15452
41,13,30,10,2012,33678.2298166667
41,13,30,10,2014,23652.814455
41,13,35,6,2013,1472
41,13,40,6,2012,2794.33333333333
41,13,40,6,2013,3455.495115
41,17,5,4,2011,10894
41,17,25,4,2011,7896
42,-21,5,9,1995,1510
42,-21,10,3,2004,15000
42,-21,50,3,2004,15000
42,-21,60,9,1995,25720
42,-21,100,3,2004,13800
42,-21,125,3,2004,9000
42,-21,150,3,2004,4800
42,-21,200,3,2004,600
42,-20,0,9,1997,35555.5
42,-20,5,9,1996,16643
42,-20,40,9,1996,10591
42,-20,40,9,1997,6808.5
42,-16,5,9,2018,4989.6
42,-16,20,9,2018,6190.8
42,-16,50,9,2018,12181.8
42,-16,60,9,2018,5742.8
42,-16,150,9,2018,217.1
42,10,5,6,2016,791.011235955056
42,10,25,6,2016,3227.35042735043
42,10,50,6,2016,9600
42,10,75,6,2016,25182.6086956522
42,10,100,6,2016,13777.7777777778
42,11,5,6,2016,5696
42,11,25,6,2016,2152.72727272727
42,11,50,6,2016,8843.63636363636
42,11,75,6,2016,24064
42,11,100,6,2016,1723.07692307692
42,11,150,6,2016,554.666666666667
42,11,200,6,2016,440
42,15,0,4,2016,11379.0375611641
42,15,0,12,2015,8387.89816894796
42,15,20,12,2015,11904.063531411
42,15,25,4,2016,20351.5483039444
42,15,30,12,2015,12648.0675021242
42,15,50,4,2016,26040.1389749615
42,15,65,12,2015,19344.1032385428
42,15,75,4,2016,6026.03571305884
42,15,100,4,2016,1009.71967453932
42,15,100,12,2015,10618.6482205074
42,16,0,4,2016,16432.7157027887
42,16,0,12,2015,21747.8083746931
42,16,20,4,2016,13123.6774674872
42,16,20,12,2015,22320.1191213955
42,16,25,4,2016,21479.8682304464
42,16,40,4,2016,17919
42,16,40,12,2015,19344.1032385428
42,16,50,4,2016,15927.9723307612
42,16,50,12,2015,39432.2104477989
42,16,75,4,2016,18352.0979442586
42,16,80,4,2016,24800.1323571062
42,16,80,12,2015,9954.98270672573
42,16,90,4,2016,5799.41556658483
42,16,90,12,2015,21328.1138271113
42,16,105,12,2015,23808.127062822
42,16,120,4,2016,1823.27454330358
42,16,120,12,2015,12277.8120049617
43,-156,0,8,1969,11060
43,-20,25,5,1997,8321.5
43,8,5,6,2016,243.809523809524
43,8,25,6,2016,2173.58490566038
43,8,50,6,2016,2560
43,8,75,6,2016,1622.53521126761
43,8,100,6,2016,539.759036144578
43,8,150,6,2016,256
43,8,200,6,2016,128
43,9,5,6,2016,3751.88405797101
43,9,25,6,2016,3907.70247933884
43,9,50,6,2016,5656.51630811936
43,9,75,6,2016,11843.6781609195
43,9,100,6,2016,5672.72727272727
43,9,150,6,2016,1531.1004784689
43,9,200,6,2016,640
43,15,0,2,2013,9569.75
43,15,0,4,2016,25468.1030124025
43,15,0,7,2013,1117.6
43,15,0,12,2015,6663
43,15,5,2,2013,137664
43,15,5,7,2013,2222
43,15,10,2,2013,66919.4
43,15,10,7,2013,1102.66666666667
43,15,15,7,2013,6832.5
43,15,20,2,2013,70488.5
43,15,20,4,2016,26526.9563878973
43,15,20,7,2013,9629
43,15,20,12,2015,13392.0714728374
43,15,25,2,2013,18725.5
43,15,25,7,2013,402
43,15,30,2,2013,10525
43,15,30,7,2013,11279.5
43,15,35,2,2013,20768.5
43,15,40,2,2013,21342
43,15,40,7,2013,1361.33333333333
43,15,45,2,2013,11347
43,15,45,7,2013,2205
43,15,50,7,2013,661
43,15,50,12,2015,24552.1310335351
43,15,60,2,2013,18369.5
43,15,60,4,2016,14681.9425379087
43,15,60,7,2013,2068
43,15,70,2,2013,12334
43,15,75,4,2016,2524.29918634831
43,15,75,12,2015,22816
43,15,90,2,2013,22931
43,15,90,4,2016,2464.75161579855
43,15,90,7,2013,1543
43,15,90,12,2015,11408
44,-155,0,8,1969,63360
44,-155,10,8,1969,39130
44,-125,5,5,2001,22695
44,-125,5,6,2001,191646.666666667
44,-125,5,7,2001,219385
44,-125,5,9,2001,15130
44,-21,10,3,2004,38300
44,-21,50,3,2004,46100
44,-21,100,3,2004,54500
44,-21,150,3,2004,61100
44,-21,200,3,2004,10200
44,-20,5,10,2005,4690
44,-14,5,9,2018,5312.7
44,-14,20,9,2018,4273.3
44,-14,40,9,2018,11155.8
44,-14,50,9,2018,2116.4
44,-14,150,9,2018,25.2
44,-9,0,7,1985,90470
44,9,5,6,2016,2737.77777777778
44,9,25,6,2016,2229.21348314607
44,9,50,6,2016,3680
44,9,75,6,2016,8970.94017094017
44,9,100,6,2016,1213.79310344828
44,9,150,6,2016,528.440366972477
44,9,200,6,2016,192
45,-155,0,8,1969,57264
45,-155,10,8,1969,39130
45,-155,20,8,1969,56400
45,-155,30,8,1969,70455
45,-155,50,8,1969,49470
45,-155,75,8,1969,3402
45,-155,100,8,1969,81
45,-155,125,8,1969,25
45,-155,150,8,1969,61
45,13,0,1,2012,266481
45,13,0,2,2012,50684
45,13,0,2,2013,40516
45,13,0,3,2012,2801
45,13,0,4,2012,54853
45,13,0,5,2012,1223
45,13,0,6,2011,494
45,13,0,6,2012,913
45,13,0,7,2012,558
45,13,0,8,2012,611
45,13,0,9,2012,4638
45,13,0,9,2013,15819
45,13,0,10,2011,11133
45,13,0,10,2012,30543
45,13,0,11,2011,36373
45,13,0,11,2012,12981
45,13,0,12,2011,50344
45,13,5,1,2009,95960
45,13,5,1,2012,140978
45,13,5,2,2009,84000
45,13,5,2,2012,59052
45,13,5,3,2009,16670
45,13,5,3,2012,3183
45,13,5,4,2009,23270
45,13,5,4,2012,48814.5
45,13,5,5,2009,12030
45,13,5,5,2012,828
45,13,5,6,2009,15410
45,13,5,6,2011,1381
45,13,5,6,2012,6659
45,13,5,7,2009,18690
45,13,5,7,2012,389
45,13,5,8,2008,77120
45,13,5,8,2009,20062.5
45,13,5,8,2012,410
45,13,5,9,2009,55116.6666666667
45,13,5,9,2011,4630
45,13,5,9,2012,6720
45,13,5,9,2013,19659
45,13,5,10,2009,82520
45,13,5,10,2011,22822
45,13,5,10,2012,10582
45,13,5,11,2011,21422.6666666667
45,13,5,11,2012,8479
45,13,5,12,2008,88350
45,13,5,12,2011,59792
45,13,10,1,2012,205288
45,13,10,2,2012,65172
45,13,10,2,2013,153095
45,13,10,3,2012,5976
45,13,10,4,2012,52230
45,13,10,6,2011,1099
45,13,10,6,2012,11309
45,13,10,7,2012,212
45,13,10,8,2012,205
45,13,10,9,2009,43050
45,13,10,9,2011,15548
45,13,10,9,2012,11849
45,13,10,10,2009,71530
45,13,10,10,2011,50637
45,13,10,10,2012,38814
45,13,10,11,2011,30296
45,13,10,11,2012,11077
45,13,10,12,2011,58826
45,13,15,2,2012,60939
45,13,15,2,2013,136366
45,13,15,3,2012,7176
45,13,15,4,2012,20301.5
45,13,15,5,2012,1822
45,13,15,6,2011,967
45,13,15,6,2012,10075
45,13,15,7,2012,2614
45,13,15,8,2012,875
45,13,15,9,2011,349662
45,13,15,9,2012,29125
45,13,15,9,2013,20559
45,13,15,10,2011,48455
45,13,15,10,2012,46452
45,13,15,11,2011,23981.6666666667
45,13,15,11,2012,7173
45,13,15,12,2011,47642
45,13,20,5,2009,80470
46,-155,0,8,1969,151200
46,-20,10,3,2004,67700
46,-20,50,3,2004,67100
46,-20,100,3,2004,61100
46,-20,150,3,2004,64100
46,-20,200,3,2004,40700
46,-15,5,5,1996,393380
46,-15,20,5,1996,162650
46,-13,5,9,2018,5362.2
46,-13,10,9,2018,5309.3
46,-13,20,9,2018,5976
46,-13,70,9,2018,2406.9
46,-13,150,9,2018,167
46,-8,0,7,1985,77000
47,-155,0,8,1969,126100
47,-21,15,5,1997,388841
47,-20,5,9,1995,22700
47,-20,50,9,1995,19670
47,-19,0,9,1997,26477.5
47,-19,5,9,1996,284444
47,-19,40,9,1996,118014
47,-19,50,9,1997,17399.5
47,-15,5,9,1995,21180
47,-15,40,9,1995,55980
47,-14,0,9,1997,17399.5
47,-14,5,6,2003,883
47,-14,15,6,2003,1633
47,-14,35,6,2003,1248
47,-14,40,9,1997,34042.5
47,-14,55,6,2003,1106
47,-11,5,9,2018,57689.4
47,-11,20,9,2018,56738.5
47,-11,30,9,2018,2878.2
47,-11,50,9,2018,30588.1
47,-11,150,9,2018,365.7
47,-7,0,7,1985,27537
48,-155,0,8,1969,136600
48,-14,5,5,1997,124822.5
48,-14,20,5,1997,205768
48,-10,5,9,1995,22700
48,-10,50,9,1995,27230
48,-9,5,5,1996,95320
48,-9,5,9,2018,54865.5
48,-9,10,9,2018,49553.7
48,-9,20,9,2018,41682.2
48,-9,30,5,1996,95320
48,-9,60,9,2018,26847.8
48,-9,100,9,2018,1191.2
48,-6,0,7,1985,14973
49,-156,0,8,1969,130000
49,-156,5,8,1969,130000
49,-156,10,8,1969,150000
49,-156,20,8,1969,110000
49,-156,30,8,1969,13000
49,-156,50,8,1969,6700
49,-156,75,8,1969,6700
49,-156,100,8,1969,178
49,-156,125,8,1969,323
49,-156,150,8,1969,167
49,-155,0,8,1969,157600
49,-6,5,9,2018,30246.1
49,-6,10,9,2018,43742.5
49,-6,20,9,2018,31396.4
49,-6,60,9,2018,5924.7
49,-6,80,9,2018,8583.3
50,-5,5,1,1993,3000
50,-5,5,1,1994,14121.3333333333
50,-5,5,1,1997,13238.75
50,-5,5,1,1998,4539
50,-5,5,1,1999,3026
50,-5,5,1,2000,2268
50,-5,5,2,1993,7128.20512820513
50,-5,5,2,1994,3035
50,-5,5,2,1996,750
50,-5,5,2,1997,6052
50,-5,5,2,1998,14373.5
50,-5,5,2,1999,3026
50,-5,5,2,2000,22190.6666666667
50,-5,5,2,2001,22695
50,-5,5,3,1993,15384.6153846154
50,-5,5,3,1994,10961.25
50,-5,5,3,1996,15130
50,-5,5,3,1997,34042.5
50,-5,5,3,1998,12481.5
50,-5,5,3,1999,50937.6666666667
50,-5,5,3,2000,42364
50,-5,5,4,1993,19615.3846153846
50,-5,5,4,1994,25216.3333333333
50,-5,5,4,1996,768225
50,-5,5,4,1997,114080.2
50,-5,5,4,1998,6052
50,-5,5,4,1999,10212.75
50,-5,5,4,2000,19164.6666666667
50,-5,5,5,1993,9384.61538461538
50,-5,5,5,1996,110255
50,-5,5,5,1997,15130
50,-5,5,5,1998,4530
50,-5,5,5,1999,3026
50,-5,5,5,2000,65563.3333333333
50,-5,5,6,1993,5025.64102564103
50,-5,5,6,1994,6052
50,-5,5,6,1996,1510
50,-5,5,6,1997,35807.6666666667
50,-5,5,6,1998,18156
50,-5,5,6,1999,1513
50,-5,5,6,2000,42868.3333333333
50,-5,5,6,2001,34730
50,-5,5,7,1993,52115.3846153847
50,-5,5,7,1994,3026
50,-5,5,7,1995,6040
50,-5,5,7,1996,10967.75
50,-5,5,7,1998,4034.66666666667
50,-5,5,7,1999,752861
50,-5,5,7,2000,38203.25
50,-5,5,7,2001,708534
50,-5,5,8,1993,5884.61538461539
50,-5,5,8,1994,15736.4
50,-5,5,8,1995,7550
50,-5,5,8,1996,11341.5
50,-5,5,8,1997,151300
50,-5,5,8,1998,90023.5
50,-5,5,8,1999,67056.875
50,-5,5,8,2001,42283
50,-5,5,9,1993,24230.7692307692
50,-5,5,9,1994,107802.5
50,-5,5,9,1995,20385
50,-5,5,9,1996,9094.33333333333
50,-5,5,9,1997,152056.5
50,-5,5,9,1998,175160
50,-5,5,9,1999,173616.75
50,-5,5,9,2000,59763.5
50,-5,5,9,2001,11850.8333333333
50,-5,5,10,1992,43846.1538461539
50,-5,5,10,1993,9025.64102564102
50,-5,5,10,1995,30846
50,-5,5,10,1996,39338
50,-5,5,10,1997,59763.5
50,-5,5,10,1998,136170
50,-5,5,10,1999,59931.6666666667
50,-5,5,10,2000,65815.5
50,-5,5,10,2001,12102.5
50,-5,5,11,1992,13692.3076923077
50,-5,5,11,1993,34793.5
50,-5,5,11,1995,3780
50,-5,5,11,1996,51820.25
50,-5,5,11,1997,15130
50,-5,5,11,1998,23073.25
50,-5,5,11,1999,31319.1
50,-5,5,11,2000,7565
50,-5,5,12,1992,3000
50,-5,5,12,1993,1140
50,-5,5,12,1996,12104
50,-5,5,12,1997,3784.5
50,-5,5,12,1998,22190.6666666667
50,-5,5,12,1999,12104
50,4,10,1,1993,3000
50,4,10,1,1994,14121.3333333333
50,4,10,1,1997,14373.5
50,4,10,1,1998,4539
50,4,10,1,1999,3026
50,4,10,1,2000,2268
50,4,10,1,2002,105910
50,4,10,1,2003,12110
50,4,10,1,2004,2269.5
50,4,10,1,2005,1760.20512833333
50,4,10,1,2006,9801.23076966667
50,4,10,1,2007,9801.23077066667
50,4,10,1,2008,13068.30769
50,4,10,2,1993,7128.205129
50,4,10,2,1994,3035
50,4,10,2,1996,750
50,4,10,2,1998,19669
50,4,10,2,1999,3026
50,4,10,2,2000,22190.6666666667
50,4,10,2,2001,22695
50,4,10,2,2002,2269.5
50,4,10,2,2003,9090
50,4,10,2,2004,7060.66666666667
50,4,10,2,2005,3267.076923
50,4,10,2,2006,13240.25911
50,4,10,2,2007,8984.461539
50,4,10,3,1993,15384.61538
50,4,10,3,1994,10961.25
50,4,10,3,1996,15130
50,4,10,3,1997,32529.5
50,4,10,3,1998,5673
50,4,10,3,1999,50937.6666666667
50,4,10,3,2000,42364
50,4,10,3,2002,2647.75
50,4,10,3,2003,22725
50,4,10,3,2004,39842.3333333333
50,4,10,3,2005,15446.54751225
50,4,10,3,2006,16335.384614
50,4,10,3,2007,15518.615384
50,4,10,3,2008,8712.20512966667
50,4,10,4,1993,19615.3846155
50,4,10,4,1994,25216.3333333333
50,4,10,4,1996,768225
50,4,10,4,1997,132765.75
50,4,10,4,1998,7565
50,4,10,4,1999,10212.75
50,4,10,4,2000,19164.6666666667
50,4,10,4,2002,5106.375
50,4,10,4,2003,4545
50,4,10,4,2004,114988
50,4,10,4,2005,9256.71794833333
50,4,10,4,2006,15518.61538475
50,4,10,4,2007,23232.5470075
50,4,10,4,2008,189490.4615315
50,4,10,5,1993,7256.410258
50,4,10,5,1996,110255
50,4,10,5,1997,13617
50,4,10,5,1998,4530
50,4,10,5,1999,3026
50,4,10,5,2000,65563.3333333333
50,4,10,5,2002,7375.875
50,4,10,5,2003,16634
50,4,10,5,2004,65059
50,4,10,5,2005,75959.53847325
50,4,10,5,2006,16335.38461375
50,4,10,5,2007,13068.3076945
50,4,10,5,2008,683635.846123
50,4,10,6,1993,6038.4615385
50,4,10,6,1994,6052
50,4,10,6,1996,1510
50,4,10,6,1997,43877
50,4,10,6,1998,13112.6666666667
50,4,10,6,1999,1513
50,4,10,6,2000,42868.3333333333
50,4,10,6,2001,34730
50,4,10,6,2003,165522.2
50,4,10,6,2004,50685.5
50,4,10,6,2005,92294.9230575
50,4,10,6,2006,229784.410256667
50,4,10,6,2007,26136.6153845
50,4,10,6,2008,7350.92307675
50,4,10,7,1993,52115.3846175
50,4,10,7,1994,3026
50,4,10,7,1995,6040
50,4,10,7,1996,10967.75
50,4,10,7,1998,19669
50,4,10,7,1999,752861
50,4,10,7,2000,38203.25
50,4,10,7,2001,708534
50,4,10,7,2002,101371
50,4,10,7,2003,68841.5
50,4,10,7,2004,54972.3333333333
50,4,10,7,2005,32670.76923
50,4,10,7,2006,26136.615385
50,4,10,7,2007,10890.2564086667
50,4,10,8,1993,5884.61538475
50,4,10,8,1994,15736.4
50,4,10,8,1995,7550
50,4,10,8,1996,11341.5
50,4,10,8,1997,225437
50,4,10,8,1998,149787
50,4,10,8,1999,108416.1
50,4,10,8,2001,42283
50,4,10,8,2002,32151.25
50,4,10,8,2003,145626.25
50,4,10,8,2004,20576.8
50,4,10,8,2005,24503.07692
50,4,10,8,2006,262182.9230575
50,4,10,8,2007,152463.589723333
50,4,10,9,1993,24230.76923
50,4,10,9,1994,107802.5
50,4,10,9,1995,20385
50,4,10,9,1996,9094.33333333333
50,4,10,9,1997,82155.9
50,4,10,9,1998,119411
50,4,10,9,1999,140204.666666667
50,4,10,9,2000,59763.5
50,4,10,9,2001,11850.8333333333
50,4,10,9,2002,15886.5
50,4,10,9,2003,225046.2
50,4,10,9,2004,60015.6666666667
50,4,10,9,2005,6534.153846
50,4,10,9,2006,44650.0512766667
50,4,10,9,2007,39204.9230733333
50,4,10,10,1992,20540.598291
50,4,10,10,1993,9025.64102566667
50,4,10,10,1995,30846
50,4,10,10,1996,39338
50,4,10,10,1997,21182
50,4,10,10,1998,118014
50,4,10,10,1999,59931.6666666667
50,4,10,10,2000,65815.5
50,4,10,10,2001,12102.5
50,4,10,10,2003,16648.3333333333
50,4,10,10,2004,25721
50,4,10,10,2005,16879.8974353333
50,4,10,10,2006,42472.000002
50,4,10,10,2007,44922.3076925
50,4,10,11,1992,4769.2307695
50,4,10,11,1993,34793.5
50,4,10,11,1995,3780
50,4,10,11,1996,51820.25
50,4,10,11,1997,9080
50,4,10,11,1998,22997.6
50,4,10,11,1999,31319.1
50,4,10,11,2000,7565
50,4,10,11,2001,48380
50,4,10,11,2002,13553.3333333333
50,4,10,11,2003,10062.3333333333
50,4,10,11,2004,24208
50,4,10,11,2005,11843.15384525
50,4,10,11,2006,114347.6923
50,4,10,11,2007,20691.4871783333
50,4,10,12,1992,3000
50,4,10,12,1993,1140
50,4,10,12,1996,10023.625
50,4,10,12,1997,4539
50,4,10,12,1998,21938.5
50,4,10,12,1999,12104
50,4,10,12,2001,45390
50,4,10,12,2004,15634.3333333333
50,4,10,12,2005,9801.230769
50,4,10,12,2006,4900.6153845
50,4,10,12,2007,6534.153846
51,129,0,11,1968,16800
52,-21,10,8,1991,105900
52,-20,5,5,1992,11700
52,2,5,7,2008,55378.5
53,-21,0,8,1991,231600
53,0,5,4,1995,41859.6666666667
53,2,5,7,2008,211741.333333333
54,-22,5,5,1992,395300
54,-22,10,5,1992,266500
54,-20,25,8,1991,105000
54,2,0,7,2008,181860
54,2,5,7,2008,638147.666666667
55,2,5,7,2008,344330
56,2,5,7,2008,180027.333333333
57,2,5,7,2008,34732
58,-21,0,6,1996,128605
58,-21,10,6,1996,104397
58,-21,20,6,1996,113475
58,-21,30,6,1996,113475
58,-21,40,6,1996,93806
58,-21,50,6,1996,81702
58,-1,10,6,2012,31700
58,3,0,7,2008,41039
59,-21,0,6,1996,76406.5
59,-21,5,5,1992,8300
59,-21,5,6,1996,139196
59,-21,10,6,1996,101371
59,-21,20,6,1996,98960.5
59,-21,30,6,1996,85862.75
59,-21,40,6,1996,79756.7142857143
59,-21,50,6,1996,60520
59,-19,10,6,2012,76200
59,-15,15,8,1991,1310500
59,-12,20,6,2012,64100
59,3,5,7,2008,348878
60,-19,20,6,2012,91200
60,-7,10,6,2012,21200
60,-5,0,5,1993,1700
60,3,5,7,2008,185654.333333333
61,3,5,7,2008,12223
61,4,5,7,2008,32904
62,-15,0,7,1992,352500
62,4,5,7,2008,39401
63,-11,0,8,1992,24400
63,-6,0,8,1993,3500
63,0,10,12,1990,78700
63,5,5,7,2008,29032.5
64,-2,15,6,1990,154600
64,3,10,2,1991,3900
64,5,5,7,2008,11935
64,6,5,7,2008,10919
65,-11,25,6,2012,1900
65,-5,0,6,1990,30200
65,-4,0,8,1993,50900
65,-4,10,9,1992,95400
65,6,5,7,2008,12228
66,-9,10,6,1990,15300
66,4,10,3,1992,302300
66,7,0,8,1988,13500
66,7,0,9,1987,300
66,7,5,7,2008,1380
67,-11,10,6,1990,100
67,2,10,5,1992,506300
67,3,0,7,1991,118300
67,5,0,8,1987,300
67,5,0,8,1988,6800
67,5,10,4,1992,411400
67,7,0,6,1995,3200
67,8,0,5,1995,29300
67,8,5,7,2008,1462
67,9,0,3,1995,2100
68,0,0,4,1991,3400
68,0,10,6,1992,99500
68,5,20,8,1988,4400
68,9,0,7,2008,86301
68,9,5,7,2008,20198
69,-13,0,9,1988,60000
69,0,0,5,1991,4100
69,0,20,5,1991,9200
69,0,25,2,1991,1700
69,0,30,7,1992,6900
69,3,20,10,1994,87900
69,9,0,9,2014,19690
69,10,0,9,2014,99540
69,10,5,7,2008,16751
69,13,0,8,2014,15750
69,13,25,8,2014,24000
69,13,50,8,2014,5250
69,13,70,8,2014,750
69,13,200,8,2014,2250
70,-17,0,9,1988,53200
70,-13,0,9,1988,27600
70,-11,0,9,1988,157700
70,-6,10,6,1990,50300
70,-6,20,9,1988,3700
70,5,10,10,1992,1000
70,10,0,9,2014,128740
70,11,0,9,2014,35520
70,11,5,7,2008,44458.5
70,13,0,8,2014,56596.6666666667
70,13,20,8,2014,88993.3333333333
70,13,50,8,2014,1875
70,13,70,8,2014,3000
70,13,205,8,2014,1800
70,15,0,8,2014,64030
70,17,10,2,1988,200
71,-15,0,9,1988,139000
71,-9,20,10,1988,113000
71,-4,0,11,1988,400
71,9,0,8,2014,38570
71,12,0,9,2014,7870
71,12,5,7,2008,118435
71,13,0,8,2014,47250
71,13,20,8,2014,15000
71,13,100,8,2014,3750
71,13,200,8,2014,750
71,14,0,8,2014,70870
71,14,20,8,2014,71990
71,14,50,8,2014,9750
71,14,70,8,2014,5250
71,14,100,8,2014,3000
71,14,200,8,2014,1500
71,15,0,8,2014,39370
71,16,0,5,2014,78740
71,16,0,8,2014,52250
71,17,0,2,1988,600
71,17,0,8,2014,152980
71,17,20,6,2012,2800
71,21,5,10,1991,36000
72,-14,10,11,1988,5400
72,-4,20,11,1988,1100
72,11,0,8,2014,12935
72,11,10,12,1992,97100
72,13,0,8,2014,12370
72,13,0,9,2014,35020
72,13,5,7,2008,182438
72,14,0,8,2014,25971.1111111111
72,14,20,8,2014,7250
72,14,50,8,2014,1250
72,14,70,8,2014,3250
72,14,100,8,2014,1500
72,14,200,8,2014,1750
72,15,0,8,2014,39370
72,16,0,8,2014,12375
72,17,0,8,2014,9000
72,17,10,3,1988,3300
72,18,0,8,2014,34305
72,25,20,6,2012,20800
73,11,0,8,2014,1120
73,13,0,9,2014,3370
73,14,0,8,2014,12375
73,14,5,7,2008,89220
73,14,20,8,2014,13500
73,14,50,8,2014,3750
73,14,70,8,2014,1125
73,14,100,8,2014,1500
73,14,200,8,2014,4500
73,15,5,7,2008,113896
73,19,0,8,2014,61116.6666666667
73,21,10,6,1992,100600
74,10,0,7,1988,1000
74,11,0,8,2014,1120
74,12,0,6,1988,500
74,13,0,5,1991,52100
74,13,0,9,2014,2810
74,13,15,7,1991,15000
74,14,0,5,1991,23600
74,14,0,8,2014,17496.6666666667
74,14,0,12,1993,1500
74,14,15,7,1991,1200
74,14,20,8,2014,52743.3333333333
74,14,50,8,2014,61495
74,14,70,8,2014,2500
74,14,100,8,2014,1125
74,14,200,8,2014,3750
74,15,0,6,1988,1300
74,16,5,7,2008,40947
74,17,0,8,2014,2149780
74,18,0,8,2014,16310
74,21,20,6,1992,36600
74,27,0,11,1991,2992800
75,6,10,6,1992,66300
75,9,10,6,1992,49200
75,12,0,5,1991,39300
75,12,20,5,1991,42400
75,12,25,7,1991,8600
75,13,25,7,1991,11000
75,14,0,8,2014,1685
75,14,20,8,2014,4500
75,14,50,8,2014,1500
75,14,70,8,2014,3750
75,14,100,8,2014,1500
75,14,200,8,2014,3375
75,16,0,8,2014,15745
75,16,5,7,2008,55837
75,17,0,8,2014,4358930
76,8,10,6,1992,44200
76,12,20,6,2012,33100
76,14,0,8,2014,1120
76,14,50,8,2014,750
76,14,100,8,2014,4500
76,14,200,8,2014,7500
76,16,0,8,2014,1120
76,16,10,4,1988,7400
76,18,5,7,2008,3287
76,19,5,7,2008,197518
77,-5,20,6,2012,69500
77,-2,10,6,2012,19700
77,6,20,6,1992,24300
78,-7,15,6,2012,25200
78,-6,15,6,2012,1900
78,-1,10,6,2012,17000
78,7,15,6,2012,424500
79,8,0,8,2008,1061
80,19,0,8,2008,926
