lat,lon,depth,time,Primary_Production,temperature,no3,o2,PAR
59.0,-20.0,15.0,8,756.6666666666666,12.612267451966856,2.4090524017419623,267.121181476109,14.57753953696785
59.0,-20.0,20.0,6,1248.33,10.278451755885987,5.871450527231759,287.0611055716807,12.361536195777894
59.0,-20.0,25.0,7,360.0,11.448734173248678,4.8329392030242575,276.64326987797097,7.848818259948971
59.0,-20.0,25.0,8,476.6666666666667,12.440573006515686,3.46768971851171,266.2666868319373,5.61530826934628
59.0,-19.0,0.0,7,415.0,12.10079517096794,3.4566688386247453,278.9210513726384,83.423043257776
59.0,-19.0,0.0,8,1860.0,12.796506066756132,1.7615646170023858,269.90812773993264,66.90100773657545
59.0,-19.0,5.0,6,2313.56,10.614386614496205,5.126234953021882,288.0219693470906,54.634896541165546
59.0,-19.0,5.0,7,680.0,12.034587451148381,4.018513050735795,278.4232122470078,52.042467211810944
59.0,-19.0,5.0,8,1880.0,12.755755996773711,1.9159421056433827,269.2136299677771,40.81752000486055
59.0,-19.0,15.0,7,590.0,11.860728142251943,4.297000249687767,279.02435322709255,20.839253454684883
59.0,-19.0,15.0,8,1690.0,12.652923109290578,2.3739943445131826,266.66385325361284,15.82988781103627
59.0,-19.0,25.0,7,390.0,11.496290029292085,4.747347771450631,276.6733758042792,8.629944406448734
59.0,-19.0,25.0,8,1360.0,12.48318778384487,3.3864445324915824,265.6666523039795,6.412153719517364
59.0,-12.0,15.0,6,2205.58,10.864957040609818,5.1854882171532255,284.9642863187586,19.451620146704254
59.0,-6.0,0.0,7,2712.27,12.040087130866205,2.5473153009543847,278.59773682170726,87.36745812494618
59.0,-6.0,10.0,7,2798.41,11.842002562174539,2.3832466435052604,276.7302139655617,27.731995097603253
59.0,-6.0,15.0,7,1923.22,11.694836827633434,2.67090088769203,275.82366231507837,15.912995402192465
59.0,-6.0,20.0,7,732.66,11.551471587275426,2.9192193836035556,274.51409173957666,9.22196656751631
59.0,0.0,0.0,6,8162.601111111111,10.864560061159462,0.8217077830616735,291.9325655217009,100.1246538270075
59.0,0.0,0.0,7,3205.0816666666665,12.837764426752173,0.559670716747399,276.27005743818955,90.22780689940683
59.0,0.0,5.0,6,8471.606666666667,10.829306942572746,0.7428969745634664,297.9255005376548,62.493225832419874
59.0,0.0,5.0,7,2217.88,12.738096251895032,0.42083170389091085,282.388633267918,59.04841467396621
59.0,0.0,15.0,6,1725.9966666666667,10.364088609747096,0.8986427447741951,297.72317652445076,24.820360496613343
