Principal Investigator,Expedition,OS Region,Reference Author Published year,Reference doi,Date of collection,Sample ID,Latitude,Longitude,Sampling Depth [m],Percentage Irradiance Depth (% of surface PAR),Optical Depth,CP and PP Analysis Method,CP and PP analysis Incubation Length [hours],CaCO3 production (CP) [µmol C m-3 d-1],CaCO3 production Standard Deviation [µmol C m-3 d-1],Primary Production (PP) [µmol C m-3 d-1],Primary Production Standard Deviation [µmol C m-3 d-1],Total Coccolithophore cell counts [cells mL-1],Emiliania huxleyi cell counts [cells mL-1],Chlorophyll a [mg m-3],Inorganic Nitrogen (NOx) [µM N L-1],Silicate [µM Si L-1],Phosphate [µM P L-1],Dissolved Inorganic Carbon (DIC) [μmol C kg-1],Total Alkalinity  [μmol C kg-1],Bicarbonate Ion (HCO3-) [μmol C kg-1],Carbonate Ion (CO32-) [μmol C kg-1],pH,Temperature [oC],Salinity
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,4.21,73.6,0.31,MDT,24,36.75,10.43,1845.95,359.94,69.8,,1.25,,,,,,,,,15.8,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,5.9,42.2,0.86,MDT,24,18.9,2.96,764.03,122.53,,,1.28,,,,,,,,,15.8,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,8.53,23.4,1.45,MDT,24,26.92,6.04,1185.36,199.15,43.66,,1.25,,,,,,,,,15.7,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,13.53,7.1,2.65,MDT,24,23.66,3.89,940.11,52.48,28.61,,1.21,,,,,,,,,15.3,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,17.26,3.86,3.25,MDT,24,8.46,5.8,536.96,45.05,29.2,,1.02,2.92,0,0.42,,,,,,14.6,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-04,17,-39.4745,32.9172,23.26,0.56,5.18,MDT,24,3.14,2.13,251.11,18.96,,,0.8,3.01,0,0.44,,,,,,14.5,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,15.48,73.6,0.31,MDT,24,5.85,2.97,120.78,35.19,28.96,,0.11,,,,,,,,,21,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,23.76,42.2,0.86,MDT,24,5.48,1.77,67.07,14.94,,,0.11,,,,,,,,,20.9,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,32.47,23.4,1.45,MDT,24,6.09,4.89,129.52,16.09,44.6,,0.09,,,,,,,,,20.9,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,52.49,7.1,2.65,MDT,24,4.04,0.92,50.91,5.17,28.96,,0.16,,,,,,,,,20.6,35.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,62.52,3.86,3.25,MDT,24,2.97,0.19,18.31,3.51,54.87,,0.2,,,,2044.2,2332.8,1794.9,242,,20.3,35.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-05,18,-35.882,36.971,94.83,0.56,5.18,MDT,24,1.33,0.65,120.35,3.7,35.97,,0.53,,,,,,,,,17.6,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-07,20,-36.2005,37.6272,12.71,73.6,0.31,MDT,24,13.32,1.89,187.96,23.12,,,0.19,,,,,,,,,21.2,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-07,20,-36.2005,37.6272,19.28,42.2,0.86,MDT,24,14.19,2.01,238.95,23.62,32.26,,0.13,,,,,,,,,21.2,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-07,20,-36.2005,37.6272,25.87,23.4,1.45,MDT,24,12.42,2.29,187.94,31.67,44.6,,0.12,,,,,,,,,21,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-07,20,-36.2005,37.6272,42.88,7.1,2.65,MDT,24,8.16,0.41,64.6,5.14,43.47,,0.16,,,,,,,,,20,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-07,20,-36.2005,37.6272,56.56,3.86,3.25,MDT,24,12.17,2.02,216.01,35.99,68.82,,0.49,,,,,,,,,16.9,35.3
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-08,23,-35.8822,37.6292,13.54,73.6,0.31,MDT,24,5.05,0.52,121.1,7.99,69.47,,0.16,,,,,,,,,21,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-08,23,-35.8822,37.6292,20.4,42.2,0.86,MDT,24,2.29,3.13,138.07,5.14,,,0.16,0,1,0.09,2039.3,2320,1798.3,233.3,,21,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-08,23,-35.8822,37.6292,27.25,23.4,1.45,MDT,24,4.44,2.86,97.29,14.24,81.69,,0.15,,,,,,,,,21,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-08,23,-35.8822,37.6292,48.58,7.1,2.65,MDT,24,3,2.5,61.42,1.66,42.77,,0.32,,,,,,,,,17.3,35.2
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-08,23,-35.8822,37.6292,60.47,3.86,3.25,MDT,24,1.86,0.87,85.09,26.57,44.79,,0.7,,,,,,,,,15.6,35.2
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-16,28,-41.4999,31.401,8.29,73.6,0.31,MDT,24,28.19,6.8,641.38,31.04,110.33,,0.62,,,,,,,,,16.5,34.8
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-16,28,-41.4999,31.401,11.1,42.2,0.86,MDT,24,20.71,4.89,732.9,26.61,116.6,,0.59,,,,,,,,,16.5,34.8
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-16,28,-41.4999,31.401,15.66,23.4,1.45,MDT,24,9.14,1.77,323.97,29.49,78.96,,0.56,,,,,,,,,16.5,34.8
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-16,28,-41.4999,31.401,23.5,7.1,2.65,MDT,24,6.31,0.25,218.41,58.06,122.04,,0.7,,,,,,,,,16.2,34.9
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-16,28,-41.4999,31.401,32.86,3.86,3.25,MDT,24,3.87,5.37,69.23,2.21,103.53,,0.73,,,,,,,,,14.3,34.7
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-19,39,-40.5001,32.6202,9.73,73.6,0.31,MDT,24,43.41,3.92,1466.23,121.1,54.64,,1.08,,,,,,,,,16.6,34.7
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-19,39,-40.5001,32.6202,16.69,42.2,0.86,MDT,24,27.08,10.9,1007.78,8.79,129.65,,0.99,,,,,,,,,16.6,34.7
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-19,39,-40.5001,32.6202,22.25,23.4,1.45,MDT,24,28.46,6.61,1018.19,44.16,108.18,,,,,,,,,,,16.6,34.7
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-19,39,-40.5001,32.6202,35.24,7.1,2.65,MDT,24,2.8,1.33,131.23,24.68,65.54,,0.49,,,,,,,,,15.2,34.8
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-19,39,-40.5001,32.6202,47.38,3.86,3.25,MDT,24,2.52,4.6,71.73,7.59,28.27,,,,,,,,,,,14,34.7
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,5.99,73.6,0.31,MDT,24,71.16,46.46,2097.21,970.82,85.48,,1.19,,,,,,,,,17.2,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,8.08,42.2,0.86,MDT,24,36.33,13.4,1269.44,82.58,,,1.19,,,,,,,,,17.2,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,12.51,23.4,1.45,MDT,24,44.19,21.75,1358.8,287.61,144.65,,1.16,,,,,,,,,17.2,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,17.9,7.1,2.65,MDT,24,27.5,2.88,999.52,127.06,78.59,,1.2,,,,,,,,,17.2,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,25.8,3.86,3.25,MDT,24,15.26,2.8,191.85,37.58,92.56,,1.04,,,,,,,,,17.1,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-20,50,-39.5005,33.6501,33.01,0.56,5.18,MDT,24,3.02,2.58,118.2,9.98,52.61,,0.2,,,,,,,,,14.9,34.6
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,13.81,73.6,0.31,MDT,24,13.62,2.45,202.67,29.92,28.61,,0.1,,,,,,,,,21.5,35.3
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,22.73,42.2,0.86,MDT,24,6.77,0.54,84.85,9.63,,,0.1,,,,,,,,,21.5,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,29.98,23.4,1.45,MDT,24,8.9,0.48,93.59,6.86,53.54,,0.11,,,,,,,,,21.3,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,48.06,7.1,2.65,MDT,24,8.37,1.2,47.67,8.5,29.7,,0.17,,,,,,,,,20.9,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,70.27,3.86,3.25,MDT,24,5.82,0.12,65.15,9.04,94.41,,0.4,,,,,,,,,16.3,35.2
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-22,56,-36.3,36.7518,84.13,0.56,5.18,MDT,24,2.88,0.32,20.2,4.98,77.87,,0.59,,,,,,,,,15.4,35.2
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-25,70,-36.3032,36.3831,16.92,73.6,0.31,MDT,24,25.94,6.21,366.41,70.86,63.41,,0.11,,,,,,,,,21.2,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-25,70,-36.3032,36.3831,26.28,42.2,0.86,MDT,24,13.64,1.43,304.85,63.65,28.73,,0.12,,,,,,,,,21.1,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-25,70,-36.3032,36.3831,35.71,23.4,1.45,MDT,24,6.49,4.53,262.19,15.88,64.72,,0.13,0,1.3,0.07,,,,,,21.1,35.5
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-25,70,-36.3032,36.3831,61.27,7.1,2.65,MDT,24,6.83,1.87,182.34,13.03,61.23,,0.26,,,,,,,,,18.4,35.4
Balch,SAMW 2020,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2020-02-25,70,-36.3032,36.3831,98.8,0.56,5.18,MDT,24,1.04,0.92,304.12,25.87,,,0.32,,,,,,,,,15.7,35.3
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,33.19,73.6,0.31,MDT,24,6.28,0.57,62.54,4.06,19.3,,,0,0.6,0.02,2059.8,2325.8,1827.5,224.1,,20.6,35.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,53.16,42.2,0.86,MDT,24,8.43,4.78,31.2,0.71,,,,0,0.6,0.01,2060.9,2327,1830.4,222.1,,19.1,35.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,71.88,23.4,1.45,MDT,24,4.64,0.43,43.14,6.34,19.3,,,0,0.6,0,2055.6,2325.9,1828.7,217.8,,18.5,35.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,110.91,7.1,2.65,MDT,24,8.07,12.27,28.55,7.18,19.61,,0.04,0,0.7,0,2065.4,2323.9,1849.8,205.6,,17.9,35.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,152.15,3.86,3.25,MDT,24,10.48,12.45,36.34,6.5,19.14,,0.22,0,0.8,0.05,2072.2,2322.1,1865.5,195.8,,17.2,35.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-08,5,-31.9995,-150.0002,193.3,0.56,5.18,MDT,24,2.06,0.51,30.45,6.49,19.45,,0.19,2.83,0.9,0.26,2094.7,2320.6,1905,177,,16.5,35.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-09,9,-34.0002,-150.001,29.6,73.6,0.31,MDT,24,6.27,7.53,63.56,10.93,,,,,,,,,,,,19,35
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-09,9,-34.0002,-150.001,46,42.2,0.86,MDT,24,4.28,1.14,55.99,9.64,19.22,,,,,,,,,,,17.3,35.1
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-09,9,-34.0002,-150.001,98.15,7.1,2.65,MDT,24,3.42,1.24,24.63,4.12,,,0.1,,,,,,,,,15.9,35.1
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-09,9,-34.0002,-150.001,137.39,3.86,3.25,MDT,24,5.35,1.52,50.31,11.55,58.5,,0.25,,,,,,,,,15.1,35
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-09,9,-34.0002,-150.001,174.54,0.56,5.18,MDT,24,6.33,4.44,29.29,1.84,,,0.24,,,,,,,,,14.4,35
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,21.85,73.6,0.31,MDT,24,4.9,1.38,48.66,11.18,,,,,,,,,,,,19.2,35
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,31.97,42.2,0.86,MDT,24,6.42,0.15,65.09,6.3,,,0.2,,,,,,,,,18.5,34.9
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,44.7,23.4,1.45,MDT,24,5.1,0.36,32.62,1.47,,,0.07,,,,,,,,,16.8,34.9
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,69.61,7.1,2.65,MDT,24,15.98,19.73,11.64,7.22,,,0.05,,,,,,,,,15.2,35
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,95.26,3.86,3.25,MDT,24,3.88,1.19,20.85,9.37,18.84,,0.25,,,,,,,,,14.6,34.9
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-10,15,-36.9985,-149.9997,120.98,0.56,5.18,MDT,24,2.93,0.77,26.86,5.89,28.73,,0.27,,,,,,,,,13.9,34.8
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,25.66,73.6,0.31,MDT,24,4.29,0.82,85.72,16.59,20.21,,0.13,,,,,,,,,16.2,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,36.97,42.2,0.86,MDT,24,4.75,1.91,67.46,5.28,19.95,,0.13,,,,,,,,,15.4,34.7
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,50.57,23.4,1.45,MDT,24,3.3,1.14,74.27,20.37,,,0.02,,,,,,,,,14,34.7
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,80.47,7.1,2.65,MDT,24,4.4,1.17,59.44,12.59,,,0.02,,,,,,,,,12.9,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,94.12,3.86,3.25,MDT,24,3.97,0.87,24.45,9.51,,,,,,,,,,,,12.5,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-11,21,-39.999,-150.0008,139.56,0.56,5.18,MDT,24,5.42,3.82,7.97,1.86,21.25,,0.02,,,,,,,,,10.9,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,4.83,73.6,0.31,MDT,24,24.76,2.87,945.31,14.39,36.26,,0.18,,,,,,,,,16.4,34.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,12.44,42.2,0.86,MDT,24,17.73,4.92,802.18,100.76,25.07,,0.19,,,,,,,,,16.3,34.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,15.8,23.4,1.45,MDT,24,14.82,2.1,393.94,85.91,68.82,,0.19,,,,,,,,,16.1,34.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,25.19,7.1,2.65,MDT,24,10.03,1.29,192.73,40.92,71.04,,0.19,,,,,,,,,16.1,34.4
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,35.12,3.86,3.25,MDT,24,12.32,1.69,146.49,11.59,28.38,,0.38,,,,,,,,,14.2,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-12,25,-42.0005,-150.0005,44.87,0.56,5.18,MDT,24,7.84,1.81,34.21,4.47,79.08,,0.26,,,,,,,,,13.8,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,16.95,73.6,0.31,MDT,24,85.78,128.02,648.16,84.7,,,0.41,,,,,,,,,12.9,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,24.65,42.2,0.86,MDT,24,7.62,3.64,279.45,43.79,120.61,,0.02,,,,,,,,,12.9,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,35.65,23.4,1.45,MDT,24,23.4,25.49,204.01,59.6,,,0.02,,,,,,,,,12.4,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,54.41,7.1,2.65,MDT,24,3.21,1.66,270.88,14.28,60.45,,0.19,,,,,,,,,9.3,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,66.98,3.86,3.25,MDT,24,4.91,2.13,218.42,18.38,43.66,,0.21,,,,,,,,,9.2,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-13,31,-44.9982,-149.9995,96.46,0.56,5.18,MDT,24,3.86,3.35,11.7,3.2,,,0.09,,,,,,,,,9.1,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,13.72,73.6,0.31,MDT,24,2.61,4.7,797.39,37.1,122.96,,0.56,,,,,,,,,12.1,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,22.49,42.2,0.86,MDT,24,13.51,2.9,426.13,39.23,62.87,,0.51,,,,,,,,,12.1,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,28.53,23.4,1.45,MDT,24,9.94,3.35,250.26,11.06,90.38,,0.51,,,,,,,,,12.1,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,43.88,7.1,2.65,MDT,24,6.97,1.54,83.4,17.2,67.85,,0.51,,,,,,,,,12,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,57.88,3.86,3.25,MDT,24,5.11,1.64,53.05,11.89,,,0.63,,,,,,,,,10.8,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-14,35,-46.998,-149.999,74.84,0.56,5.18,MDT,24,3.82,1.27,11.07,1.07,43.66,,0.56,,,,,,,,,9.5,34.6
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-16,37,-47.667,-150.002,21.23,73.6,0.31,MDT,24,9.57,3.06,569.51,97.44,48.81,,0.47,,,,,,,,,12,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-16,37,-47.667,-150.002,28.71,42.2,0.86,MDT,24,8.07,1.21,163.7,10.01,77.51,,,,,,,,,,,12,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-16,37,-47.667,-150.002,44.39,23.4,1.45,MDT,24,7.23,2.69,133.56,24.59,53.12,,0.43,,,,,,,,,12,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-16,37,-47.667,-150.002,60.45,7.1,2.65,MDT,24,8.27,1.57,47.6,6.22,37.48,,0.46,,,,,,,,,12,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-16,37,-47.667,-150.002,150.42,0.56,5.18,MDT,24,4.75,0.71,9.15,1.73,,,,12.96,2.4,1.01,2125.2,2289.2,1965.2,145.3,,8.8,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-17,43,-49.6658,-149.9987,12.49,73.6,0.31,MDT,24,51.73,3.84,1080.43,78.21,119.25,,0.71,,,,,,,,,11.2,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-17,43,-49.6658,-149.9987,19.12,42.2,0.86,MDT,24,23.36,3.15,746.84,127.29,88.9,,0.76,,,,,,,,,11.2,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-17,43,-49.6658,-149.9987,26.03,23.4,1.45,MDT,24,24.39,7.07,765.69,92.18,88.12,,0.96,,,,,,,,,11.1,34.5
Balch,SAMW 2021,Sub-Antarctic Southern Ocean,"Balch et al., 2025",doi: 10.1029/2024GB008457,2021-01-17,43,-49.6658,-149.9987,40.97,7.1,2.65,MDT,24,14.73,4.73,423.24,60.39,51.6,,0.88,,,,,,,,,11.1,34.5
